Activist,Investor ID,Investor Type,Investor Sub Type,Activist HQ,Focused,Activist Founded,Company,PID,Symbol,Date Invested,Demand Date,Demand Year,Current Holding (%),Demand Group,Demand,Response Date,Response,Seats Proposed (Gain Board Representation Only),Seats Gained (Gain Board Representation Only),Seats Gained Method  (Gain Board Representation Only),Outcome,Company HQ,Company Region,Exchange,Sector,Industry,Mkt Cap ($mn),Mkt Cap Category,Status,Exit Date,Exit Type,Price Per Share,Purchase Value (Mn),Currency,Buyer
UAW Retiree Medical Benefits Trust,1630,Pension Fund,Public,US,Engagement,2010,AbbVie Inc.,81,ABBV,,20-Mar-17,2017,,Social,Political Activities,5-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"229,736",Large-Cap,Current,,,,,,
Walden Asset Management,1224,Fund Manager,,US,Engagement,1974,American Express Company,72,AXP,,20-Mar-17,2017,,Social,Diversity and Equality,1-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Credit Services,"124,634",Large-Cap,Current,,,,,,
Baldwin Brothers Inc,9568,Investment Firm,Other Asset Management,US,Partial Focus,,Berkshire Hathaway Inc.,5603,BRK.B,17-Mar-17,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,6-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Insurance - Diversified,"382,413",Large-Cap,Current,,,,,,
Benedictine Sisters of Mount St. Scholastica,9280,Rights/ Cause/ ESG,Religious,US,Engagement,1863,PepsiCo Inc.,37,PEP,,17-Mar-17,2017,,Environmental,Waste & Pollution,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Dignity Health,10152,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,"T. Rowe Price Associates, Inc.",331,TROW,,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Asset Management,"42,833",Large-Cap,Current,,,,,,
Domini Impact Investments LLC,158,Investment Firm,Other Asset Management,US,Primary Focus,1991,PepsiCo Inc.,37,PEP,17-Mar-17,17-Mar-17,2017,,Environmental,Waste & Pollution,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Friends Fiduciary Corporation,9244,Rights/ Cause/ ESG,ESG,US,Engagement,,"T. Rowe Price Associates, Inc.",331,TROW,,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Asset Management,"42,833",Large-Cap,Current,,,,,,
Holy Land Principles Inc,9684,Rights/ Cause/ ESG,ESG,US,Engagement,,Boeing Company (The),67,BA,,17-Mar-17,2017,,Social,Holy Land Principles,1-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Aerospace & Defense,"117,258",Large-Cap,Current,,,,,,
Holy Land Principles Inc,9684,Rights/ Cause/ ESG,ESG,US,Engagement,,Lockheed Martin Corporation,159,LMT,,17-Mar-17,2017,,Social,Holy Land Principles,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Aerospace & Defense,"93,980",Large-Cap,Current,,,,,,
Holy Land Principles Inc,9684,Rights/ Cause/ ESG,ESG,US,Engagement,,PepsiCo Inc.,37,PEP,,17-Mar-17,2017,,Social,Holy Land Principles,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Edison International,420,EIX,,17-Mar-17,2017,0,Governance,Amend Company Policy,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"54,787",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Cummins Inc.,257,CMI,1-Apr-13,17-Mar-17,2017,0,Governance,Amend Company Policy,7-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Diversified Industrials,"30,288",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Cigna Corp (Pre-merger),291,CI,17-Mar-17,17-Mar-17,2017,,Governance,Amend Company Policy,13-Dec-17,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Healthcare,Health Care Plans,"51,142",Large-Cap,Exited,20-Dec-18,Purchased by Listed Company,,,USD,Cigna Corp
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,BorgWarner Inc.,518,BWA,21-Mar-14,17-Mar-17,2017,,Governance,Amend Company Policy,27-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Auto Parts,"10,279",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Baxter International Inc.,168,BAX,,17-Mar-17,2017,0,Governance,Amend Company Policy,2-May-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Instruments & Supplies,"41,993",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Abbott Laboratories,121,ABT,,17-Mar-17,2017,,Governance,Amend Company Policy,28-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Devices,"239,196",Large-Cap,Current,,,,,,
Marcia Sage,10125,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Berkshire Hathaway Inc.,5603,BRK.B,,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,6-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Insurance - Diversified,"382,413",Large-Cap,Current,,,,,,
Mary Durfee,10165,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Berkshire Hathaway Inc.,5603,BRK.B,,17-Mar-17,2017,,Social,Political Activities,6-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Insurance - Diversified,"382,413",Large-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,NCR Corporation,779,NCR,29-Feb-16,17-Mar-17,2017,0,Governance,Amend Company Policy,26-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Technology,Information Technology Services,"5,156",Mid-Cap,Current,,,,,,
Nebraska Peace Foundation,10802,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Berkshire Hathaway Inc.,5603,BRK.B,,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,6-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Insurance - Diversified,"382,413",Large-Cap,Current,,,,,,
School Sisters of Notre Dame,10435,Rights/ Cause/ ESG,Religious,US,Engagement,1833,PepsiCo Inc.,37,PEP,,17-Mar-17,2017,,Environmental,Waste & Pollution,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Sundance Family Foundation,10618,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,"T. Rowe Price Associates, Inc.",331,TROW,,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Asset Management,"42,833",Large-Cap,Current,,,,,,
Susan Meade,10241,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,PepsiCo Inc.,37,PEP,,17-Mar-17,2017,,Environmental,Waste & Pollution,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Tom Beers,10336,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Berkshire Hathaway Inc.,5603,BRK.B,,17-Mar-17,2017,,Social,Political Activities,6-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Insurance - Diversified,"382,413",Large-Cap,Current,,,,,,
Unitarian Universalist Association of Congregations,10508,Rights/ Cause/ ESG,Religious,US,Engagement,,"T. Rowe Price Associates, Inc.",331,TROW,,17-Mar-17,2017,,Social,Diversity and Equality,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Asset Management,"42,833",Large-Cap,Current,,,,,,
Walden Asset Management,1224,Fund Manager,,US,Engagement,1974,"T. Rowe Price Associates, Inc.",331,TROW,,17-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Asset Management,"42,833",Large-Cap,Current,,,,,,
William B. Perkins Trust,10569,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,PepsiCo Inc.,37,PEP,,17-Mar-17,2017,,Environmental,Waste & Pollution,3-May-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Holy Land Principles Inc,9684,Rights/ Cause/ ESG,ESG,US,Engagement,,Pfizer Inc.,17,PFE,,16-Mar-17,2017,,Social,Holy Land Principles,27-Apr-17,N/A,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"330,878",Large-Cap,Current,,,,,,
International Brotherhood of Electrical Workers Pension Fund,7181,Pension Fund,Public,US,Engagement,1927,Charter Communications Inc.,462,CHTR,16-Mar-17,16-Mar-17,2017,0,Governance,Amend Company Policy,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Communication Services,Pay TV,"115,523",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,PACCAR Inc.,316,PCAR,,16-Mar-17,2017,,Governance,Adopt Majority Vote Standard,25-Apr-17,AGM,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Industrials,Truck Manufacturing,"28,948",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Dana Inc.,1196,DAN,14-Mar-13,16-Mar-17,2017,0,Governance,Adopt Majority Vote Standard,27-Apr-17,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Consumer Cyclical,Auto Parts,"3,156",Mid-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Pfizer Inc.,17,PFE,,16-Mar-17,2017,,Governance,Amend Company Policy,27-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"330,878",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,NRG Energy Inc.,623,NRG,16-Mar-16,16-Mar-17,2017,,Social,Political Activities,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Independent Power Producers,"10,166",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Domino's Pizza Inc,1104,DPZ,,16-Mar-17,2017,,Environmental,Deforestation,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Restaurants,"19,284",Large-Cap,Current,,,,,,
Sisters of St. Francis of Philadelphia,7171,Rights/ Cause/ ESG,Religious,US,Engagement,1971,Pfizer Inc.,17,PFE,,16-Mar-17,2017,,Governance,Separate Chairman & CEO,27-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"330,878",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Citigroup Inc.,27,C,,15-Mar-17,2017,0,Social,Diversity and Equality,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"117,828",Large-Cap,Current,,,,,,
Baldwin Brothers Inc,9568,Investment Firm,Other Asset Management,US,Partial Focus,,Bank of America Corporation,28,BAC,,15-Mar-17,2017,,Social,Diversity and Equality,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"361,655",Large-Cap,Exited,7-Nov-18,Managed Wind-down,,,,
Bartlett Naylor,6120,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Wells Fargo & Company,10,WFC,15-Sep-16,15-Mar-17,2017,,Governance,Disclose Information,28-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
City of Philadelphia Board of Pensions and Retirement,773,Pension Fund,Private,US,Engagement,1915,Cognex Corporation,1925,CGNX,,15-Mar-17,2017,,Social,Diversity and Equality,27-Apr-17,N/A,,,N/A,Activist's Objectives Successful,US,North America,NASDAQ,Technology,Scientific & Technical Instruments,"13,575",Large-Cap,Current,,,,,,
Franciscan Sisters of Mary,9997,Rights/ Cause/ ESG,Religious,US,Engagement,,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Waste & Pollution,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
Gerald R. Armstrong,6105,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Wells Fargo & Company,10,WFC,19-Mar-97,15-Mar-17,2017,0,Governance,Adopt Majority Vote Standard,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
Harold B. Bamburg Revocable Trust,9918,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,Wells Fargo & Company,10,WFC,,15-Mar-17,2017,,Social,Diversity and Equality,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
Holly Kooistra,10677,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Wells Fargo & Company,10,WFC,,15-Mar-17,2017,,Social,Human Rights,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
James and Anne D. Blaine,10351,Concerned Shareholder(s),Group,US,Concerned Shareholder,,Bank of America Corporation,28,BAC,,15-Mar-17,2017,,Social,Diversity and Equality,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"361,655",Large-Cap,Exited,7-Nov-18,Managed Wind-down,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Marathon Petroleum Corporation,318,MPC,15-Mar-16,15-Mar-17,2017,,Governance,Adopt Majority Vote Standard,26-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"39,041",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Truist Financial Corporation,264,TFC,15-Mar-17,15-Mar-17,2017,,Governance,Amend Company Policy,19-Dec-17,Met with Activist's Demands in Full,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Financial Services,Banks - Regional - US,"76,249",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Bank of America Corporation,28,BAC,,15-Mar-17,2017,,Governance,Board Independence,26-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"361,655",Large-Cap,Current,,,,,,
Laura Rea,10225,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Wells Fargo & Company,10,WFC,,15-Mar-17,2017,,Social,Human Rights,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
Linda Ferich,10039,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Wells Fargo & Company,10,WFC,,15-Mar-17,2017,,Social,Human Rights,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Marathon Petroleum Corporation,318,MPC,,15-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"39,041",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Marathon Petroleum Corporation,318,MPC,,15-Mar-17,2017,,Social,Human Rights,26-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"39,041",Large-Cap,Current,,,,,,
Park Foundation / Adelaide Gomer,10808,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Waste & Pollution,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
Philip Katz,10226,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Wells Fargo & Company,10,WFC,,15-Mar-17,2017,,Social,Human Rights,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
Portico Benefit Services,10105,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
School Sisters of Notre Dame,10435,Rights/ Cause/ ESG,Religious,US,Engagement,1833,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Waste & Pollution,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
Sierra Club Foundation,10561,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Climate Change & GHG Emissions,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
Sisters of Charity of the Blessed Virgin Mary,10299,Rights/ Cause/ ESG,Religious,US,Engagement,,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Waste & Pollution,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
Sisters of St. Francis of Philadelphia,7171,Rights/ Cause/ ESG,Religious,US,Engagement,1971,Johnson & Johnson,5,JNJ,15-Mar-17,15-Mar-17,2017,0,Governance,Board Independence,27-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Drug Manufacturers - Major,"440,197",Large-Cap,Current,,,,,,
Sisters of St. Francis of Philadelphia,7171,Rights/ Cause/ ESG,Religious,US,Engagement,1971,Wells Fargo & Company,10,WFC,15-Mar-17,15-Mar-17,2017,0,Governance,Disclose Information,25-Apr-17,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"190,630",Large-Cap,Current,,,,,,
Sisters of the Good Shepherd,10613,Rights/ Cause/ ESG,Religious,US,Engagement,,Ameren Corporation,649,AEE,,15-Mar-17,2017,,Environmental,Waste & Pollution,27-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"33,580",Large-Cap,Current,,,,,,
SOC Investment Group,5392,Rights/ Cause/ ESG,ESG,US,Engagement,2006,Citigroup Inc.,27,C,,15-Mar-17,2017,,Social,Political Activities,25-Apr-17,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"117,828",Large-Cap,Current,,,,,,
